edge_id,source,target,weight
0,1,2,0.1633
1,1,3,0.24886
2,2,3,0.41178
3,1,4,0.14842
4,2,4,0.12037
5,3,4,0.16106
6,1,5,0.1528
7,2,5,0.67906
8,3,5,0.37587
9,4,5,0.12133
10,1,6,0.21207
11,2,6,0.38493
12,3,6,0.31328
13,4,6,0.1544
14,5,6,0.34521
15,9,10,0.36723
16,1,12,0.10592
17,1,13,0.077172
18,2,13,0.10602
19,3,13,0.059251
20,4,13,0.082668
21,5,13,0.12636
22,6,13,0.052248
23,12,13,0.12216
24,21,22,0.099314
25,20,24,0.362
26,26,28,0.13751
27,27,28,0.32782
28,20,30,0.1692
29,24,30,0.31532
30,21,31,0.33011
31,20,35,0.30122
32,30,35,0.11428
33,20,36,0.152
34,30,36,0.30514
35,35,36,0.17613
36,35,37,0.3446
37,40,43,0.37706
38,20,46,0.32026
39,35,46,0.29863
40,36,46,0.37099
41,20,47,0.11857
42,32,47,0.33785
43,35,47,0.12309
44,36,47,0.19108
45,46,47,0.17409
46,26,49,0.07768
47,21,50,0.08592
48,22,50,0.17809
49,48,51,0.12384
50,25,52,0.25086
51,33,52,0.28789
52,38,53,0.03667
53,42,54,0.25031
54,44,54,0.21217
55,15,55,0.20943
56,48,57,0.21459
57,51,57,0.10608
58,25,62,0.10467
59,42,62,0.31259
60,44,62,0.36788
61,52,62,0.30627
62,54,62,0.36788
63,24,63,0.11759
64,27,63,0.10813
65,28,63,0.30447
66,20,65,0.36788
67,35,65,0.32791
68,36,65,0.3531
69,46,65,0.18976
70,47,65,0.34558
71,18,66,0.13662
72,18,67,0.24411
73,66,67,0.11396
74,18,68,0.071377
75,66,68,0.23324
76,67,68,0.29914
77,18,69,0.067847
78,35,69,0.074074
79,66,69,0.20786
80,67,69,0.2516
81,68,69,0.45435
82,18,70,0.12273
83,66,70,0.24311
84,67,70,0.1834
85,68,70,0.36773
86,69,70,0.25352
87,72,73,0.47148
88,21,74,0.0382
89,22,74,0.14446
90,50,74,0.10969
91,76,78,0.2609
92,76,79,0.45607
93,78,79,0.28735
94,76,80,0.19268
95,78,80,0.19979
96,79,80,0.1976
97,76,81,0.057222
98,78,81,0.050632
99,79,81,0.065457
100,80,81,0.072727
101,82,83,0.16233
102,82,85,0.26015
103,84,86,0.19461
104,77,88,0.12869
105,84,90,0.092818
106,86,90,0.36123
107,89,90,0.31587
108,89,91,0.25671
109,93,94,0.36491
110,82,95,0.26232
111,84,95,0.40616
112,86,95,0.36788
113,89,97,0.34358
114,96,97,0.21398
115,89,98,0.092819
116,96,98,0.26035
117,97,98,0.085515
118,100,101,0.36808
119,99,102,0.097485
120,99,103,0.51147
121,102,103,0.089689
122,99,104,0.43792
123,102,104,0.1081
124,103,104,0.57023
125,100,105,0.24572
126,99,106,0.51733
127,102,106,0.10309
128,103,106,0.56645
129,104,106,0.45971
130,99,107,0.50737
131,102,107,0.088659
132,103,107,0.86977
133,104,107,0.5612
134,106,107,0.57412
135,23,108,0.16171
136,99,109,0.26999
137,102,109,0.16677
138,103,109,0.26667
139,104,109,0.27142
140,106,109,0.26324
141,107,109,0.26336
142,99,110,0.10725
143,102,110,0.16149
144,103,110,0.10634
145,104,110,0.10771
146,106,110,0.11083
147,107,110,0.1029
148,109,110,0.52226
149,9,111,0.13694
150,10,111,0.14102
151,111,112,0.039493
152,112,113,0.37073
153,111,114,0.093087
154,112,114,0.27505
155,113,114,0.35788
156,111,116,0.21375
157,112,116,0.24752
158,113,116,0.098249
159,114,116,0.18909
160,102,117,0.11672
161,104,117,0.34894
162,99,118,0.12917
163,102,118,0.32958
164,103,118,0.13464
165,104,118,0.14195
166,106,118,0.12453
167,107,118,0.14053
168,9,119,0.25363
169,9,120,0.23408
170,119,120,0.55451
171,119,121,0.12853
172,120,121,0.1195
