edge_id,source,target,weight
0,1,2,0.49269
1,1,3,0.56017
2,2,3,0.72019
3,1,4,0.41749
4,2,4,0.42478
5,3,4,0.45346
6,1,5,0.46139
7,2,5,0.86716
8,3,5,0.68356
9,4,5,0.40648
10,1,6,0.51863
11,2,6,0.69843
12,3,6,0.62873
13,4,6,0.43995
14,5,6,0.65641
15,2,7,0.35572
16,3,7,0.33773
17,5,7,0.34542
18,6,7,0.36337
19,9,10,0.5316
20,1,12,0.37262
21,4,12,0.34807
22,1,13,0.20587
23,2,13,0.1599
24,3,13,0.19643
25,4,13,0.19785
26,5,13,0.15967
27,6,13,0.17463
28,12,13,0.15731
29,16,17,0.11985
30,21,22,0.25671
31,20,24,0.38688
32,20,26,0.29388
33,24,27,0.11262
34,20,28,0.31448
35,26,28,0.17933
36,27,28,0.12783
37,26,29,0.23156
38,20,30,0.22403
39,24,30,0.1374
40,27,30,0.12628
41,28,30,0.11497
42,20,31,0.33032
43,21,31,0.1467
44,30,31,0.28946
45,7,33,0.28291
46,25,33,0.10933
47,20,35,0.37686
48,24,35,0.33763
49,30,35,0.1727
50,31,35,0.30078
51,11,36,0.31657
52,20,36,0.21729
53,25,36,0.10274
54,30,36,0.36891
55,35,36,0.25368
56,20,37,0.35216
57,35,37,0.38541
58,25,42,0.31177
59,40,43,0.12937
60,25,44,0.33129
61,42,44,0.11608
62,20,45,0.35791
63,20,46,0.13543
64,25,46,0.33942
65,32,46,0.1329
66,35,46,0.11599
67,36,46,0.16003
68,20,47,0.17924
69,30,47,0.34742
70,32,47,0.12304
71,35,47,0.19404
72,36,47,0.27278
73,46,47,0.24602
74,20,49,0.29078
75,21,49,0.09676
76,26,49,0.16058
77,32,49,0.097058
78,46,49,0.10398
79,47,49,0.093876
80,21,50,0.26332
81,22,50,0.47927
82,49,50,0.3514
83,48,51,0.24372
84,25,52,0.33429
85,33,52,0.12961
86,42,52,0.32498
87,44,52,0.11864
88,13,53,0.087321
89,38,53,0.1552
90,25,54,0.11667
91,42,54,0.13023
92,44,54,0.25715
93,52,54,0.1276
94,15,55,0.38957
95,48,57,0.13332
96,51,57,0.17176
97,55,57,0.3447
98,55,58,0.36299
99,58,59,0.32224
100,43,60,0.34455
101,48,60,0.32825
102,51,60,0.25506
103,2,61,0.34623
104,5,61,0.34322
105,44,61,0.10515
106,54,61,0.11227
107,25,62,0.16771
108,42,62,0.15121
109,44,62,0.12375
110,52,62,0.13176
111,54,62,0.15175
112,24,63,0.15772
113,27,63,0.15322
114,28,63,0.13256
115,30,63,0.34851
116,20,65,0.12835
117,26,65,0.33462
118,28,65,0.34182
119,30,65,0.33256
120,35,65,0.36788
121,36,65,0.39318
122,46,65,0.24012
123,47,65,0.38551
124,63,65,0.35011
125,18,66,0.23235
126,35,66,0.2757
127,37,66,0.35325
128,18,67,0.10956
129,20,67,0.34535
130,23,67,0.26092
131,35,67,0.35187
132,66,67,0.21138
133,18,68,0.1446
134,20,68,0.30611
135,30,68,0.3445
136,35,68,0.10355
137,66,68,0.34876
138,67,68,0.42008
139,18,69,0.13542
140,20,69,0.11425
141,30,69,0.35313
142,35,69,0.13621
143,37,69,0.36095
144,66,69,0.31616
145,67,69,0.36636
146,68,69,0.56267
147,18,70,0.2153
148,20,70,0.23006
149,35,70,0.24439
150,66,70,0.35864
151,67,70,0.29561
152,68,70,0.48494
153,69,70,0.36695
154,58,71,0.12388
155,20,72,0.32707
156,61,72,0.33864
157,11,73,0.29918
158,20,73,0.32109
159,33,73,0.33412
160,52,73,0.33986
161,61,73,0.34
162,72,73,0.54071
163,21,74,0.16773
164,22,74,0.43253
165,50,74,0.4112
166,76,78,0.51957
167,76,79,0.67337
168,78,79,0.53943
169,76,80,0.39792
170,77,80,0.10926
